Contract Number,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,C Breast Cancer Screening,C Colorectal Cancer Screening,C Cardiovascular Care – Cholesterol Screening,C Diabetes Care – Cholesterol Screening,C Glaucoma Testing,C Annual Flu Vaccine,C Improving or Maintaining Physical Health,C Improving or Maintaining Mental Health,C Monitoring Physical Activity,C Adult BMI Assessment,C Care for Older Adults – Medication Review,C Care for Older Adults – Functional Status Assessment,C Care for Older Adults – Pain Screening,C Osteoporosis Management in Women who had a Fracture,C Diabetes Care – Eye Exam,C Diabetes Care – Kidney Disease Monitoring,C Diabetes Care – Blood Sugar Controlled,C Diabetes Care – Cholesterol Controlled,C Controlling Blood Pressure,C Rheumatoid Arthritis Management,C Improving Bladder Control,C Reducing the Risk of Falling,C Plan All-Cause Readmissions,C Getting Needed Care,C Getting Appointments and Care Quickly,C Customer Service,C Rating of Health Care Quality,C Rating of Health Plan,C Care Coordination,C Complaints about the Health Plan,C Beneficiary Access and Performance Problems,C Members Choosing to Leave the Plan,C Health Plan Quality Improvement,C Plan Makes Timely Decisions about Appeals,C Reviewing Appeals Decisions,C Call Center – Foreign Language Interpreter and TTY Availability,"HD1: Staying Healthy: Screenings, Tests and Vaccines",HD2: Managing Chronic (Long Term) Conditions,HD3: Member Experience with Health Plan,"HD4: Member Complaints, Problems Getting Services, and Improvement in the Health Plan's Performance",HD5: Health Plan Customer Service,SNP_x,Part C Summary,Overall,D Call Center – Foreign Language Interpreter and TTY Availability,D Appeals Auto–Forward,D Appeals Upheld,D Complaints about the Drug Plan,D Beneficiary Access and Performance Problems,D Members Choosing to Leave the Plan,D Drug Plan Quality Improvement,D Rating of Drug Plan,D Getting Needed Prescription Drugs,D MPF Price Accuracy,D High Risk Medication,D Diabetes Treatment,D Medication Adherence for Diabetes Medications ,D Medication Adherence for Hypertension (RAS antagonists) ,D Medication Adherence for Cholesterol (Statins) ,DD1: Drug Plan Customer Service,"DD2: Member Complaints, Problems Getting Services, and Improvement in the Drug Plan’s Performance ",DD3: Member Experience with the Drug Plan,DD4: Patient Safety and Accuracy of Drug Pricing,SNP_y,Part D Summary,Year,2014 Part D Summary Rating,C Special Needs Plan (SNP) Care Management,C Care for Older Adults – Pain Assessment,HD4: Member Complaints and Changes in the Health Plan's Performance,DD2: Member Complaints and Changes in the Drug Plan’s Performance,DD4: Drug Safety and Accuracy of Drug Pricing,SNP,D Medication Adherence for Diabetes Medications,D Medication Adherence for Hypertension (RAS antagonists),D Medication Adherence for Cholesterol (Statins),D MTM Program Completion Rate for CMR,C Medication Reconciliation Post-Discharge,C Statin Therapy for Patients with Cardiovascular Disease,D Statin Use in Persons with Diabetes (SUPD),C Controlling High Blood Pressure,C Transitions of Care,C Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions
H4007 ,Local CCP ,"HUMANA HEALTH PLANS OF PUERTO RICO, INC. ",Humana ,Humana Inc. ,5,5,0,0,0,1,0,0,4,0,5,0,0,5,5,5,5,0,0,4,4,5,0,2,1,4,5,5,4,5,0,3,4,3,5,5,4,5,4,0,4,0,4,4.5,5,0,0,5,0,3,5,5,4,4,0,0,0,0,0,5,0,5,0,0,5,2022,0,4,5,4,4,4,Yes ,3,3,2,5,4,5,5,0,0,0
H4036 ,Local CCP ,"ANTHEM INSURANCE COMPANIES, INC. ",Anthem Blue Cross and Blue Shield ,Anthem Inc. ,5,5,0,0,0,5,0,0,3,0,0,0,0,2,5,5,5,0,0,5,3,3,0,4,4,4,4,4,4,5,0,5,4,5,5,5,5,4,4,0,5,0,4.5,4.5,5,0,0,5,0,5,5,4,4,2,0,0,0,0,0,5,0,4,0,0,4.5,2022,0,0,0,5,5,4,No ,4,5,4,3,5,3,3,0,0,0
H4091 ,Local CCP ,"SIMPRA ADVANTAGE, INC. ",Simpra Advantage ,"Associated Care Ventures, Inc. ",1,1,0,0,0,0,0,0,0,0,5,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,5,4,0,0,3,0,0,0,0,0,5,0,0,0,0,5,2022,0,4,5,5,5,4,Yes ,5,4,4,5,0,0,5,0,0,0
H4093 ,Local CCP ,"PROVIDER PARTNERS HEALTH PLAN OF PENNSYLVANIA, INC ",Provider Partners Health Plans ,"Rifkin Managed Care Holding, LLC ",0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,0,0,5,0,0,0,0,0,4,0,0,0,0,3.5,2022,0,5,5,0,5,4,Yes ,2,3,3,4,0,0,4,0,0,0
H4094 ,Local CCP ,"OPTIMUM CHOICE, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",0,3,0,0,0,2,0,0,5,0,3,0,0,0,5,4,4,0,0,0,0,4,0,2,1,2,3,2,0,4,0,4,0,5,5,5,3,4,2,0,5,0,3.5,3.5,5,0,0,4,0,4,3,1,0,4,0,0,0,0,0,5,0,0,0,0,4,2022,0,4,3,4,4,4,Yes ,5,4,3,5,2,0,3,0,0,0
H4140 ,Local CCP ,"DOCTORS HEALTHCARE PLANS, INC. ","Doctors HealthCare Plans, Inc. ","DOCTORS HEALTHCARE PLANS, INC. ",0,1,0,0,0,1,0,0,5,0,2,0,0,0,3,5,4,0,0,1,0,0,0,4,1,5,5,5,5,5,0,4,0,5,2,5,2,3,4,0,4,0,3.5,3.5,5,0,0,5,0,4,5,5,4,3,0,0,0,0,0,5,0,5,0,0,3.5,2022,0,4,2,5,5,3,Yes ,3,3,1,2,1,3,4,0,0,0
H4141 ,Local CCP ,"HUMANA EMPLOYERS HEALTH PLAN OF GEORGIA, INC. ",Humana ,Humana Inc. ,4,5,0,0,0,3,0,0,4,0,5,0,0,3,4,5,5,0,0,3,1,3,0,4,3,3,3,4,4,5,0,4,3,5,5,5,4,4,4,0,5,0,4,4,5,0,0,5,0,4,4,5,3,4,0,0,0,0,0,5,0,4,0,0,4,2022,0,4,5,4,4,4,Yes ,3,3,3,4,5,4,4,0,0,0
H4152 ,Local CCP ,BLUE CROSS & BLUE SHIELD OF RHODE ISLAND ,Blue Cross & Blue Shield of Rhode Island ,Blue Cross & Blue Shield of Rhode Island ,5,5,0,0,0,5,0,0,4,0,0,0,0,3,5,4,5,0,0,4,3,2,0,4,4,4,4,4,3,5,0,5,5,5,5,5,5,4,4,0,5,0,5,5,5,0,0,5,0,5,5,4,4,4,0,0,0,0,0,5,0,4,0,0,5,2022,0,0,0,5,5,4,Yes ,4,5,4,5,4,4,4,0,0,0
H4172 ,Local CCP ,"NHC ADVANTAGE, LLC ",NHC Advantage ,"Missouri Healthcare Advisors, LLC ",0,1,0,0,0,0,0,0,0,0,5,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,4,0,0,0,0,4,5,5,0,0,5,0,5,3,0,0,5,0,0,0,0,0,5,0,0,0,0,5,2022,0,5,5,5,4,5,Yes ,4,5,5,5,0,0,5,0,0,0
H4198 ,Local CCP ,"COMMUNITYCARE GOVERNMENT PROGRAMS, INC. ",Integris Health Partners+ (HMO) ,St Francis Health System & St John Health System ,4,4,0,0,0,4,0,0,3,0,0,0,0,0,4,4,5,0,0,0,3,1,0,3,4,5,3,4,4,5,0,2,3,0,0,1,4,3,4,0,0,0,3.5,3.5,2,0,0,5,0,2,4,4,4,4,0,0,0,0,0,2,0,4,0,0,3.5,2022,0,0,0,3,4,3,No ,3,4,3,4,5,2,2,0,0,0
H4213 ,PFFS ,USABLE MUTUAL INSURANCE COMPANY ,Arkansas Blue Medicare ,USAble Mutual Insurance Company ,4,4,0,0,0,3,0,0,1,0,0,0,0,0,2,3,4,0,0,4,2,2,0,4,3,0,3,2,3,5,0,3,4,0,0,4,3,3,3,0,0,0,3.5,3.5,3,0,0,5,0,3,4,1,4,5,0,0,0,0,0,3,0,3,0,0,3.5,2022,0,0,0,4,4,3,No ,3,3,3,3,3,2,3,0,0,0
H4227 ,Local CCP ,"VISTA HEALTH PLAN, INC. ",VISTA Health Plan Inc. ,"Independence Health Group, Inc. ",4,4,0,0,0,4,0,0,4,0,5,0,0,0,4,4,4,0,0,4,2,5,0,4,4,5,3,5,4,5,0,4,5,5,4,5,4,4,4,0,5,0,4.5,4.5,4,0,0,5,0,4,5,4,4,4,0,0,0,0,0,4,0,4,0,0,4,2022,0,2,4,5,5,4,Yes ,2,3,2,5,5,5,5,0,0,0
H4279 ,Local CCP ,"UPMC FOR YOU, INC ",UPMC for Life Complete Care ,UPMC Health System ,3,4,0,0,0,2,0,0,3,0,4,0,0,2,5,4,4,0,0,3,3,4,0,4,5,5,4,5,4,5,0,5,4,5,5,5,3,4,5,0,5,0,4.5,4.5,5,0,0,5,0,5,4,5,4,5,0,0,0,0,0,5,0,5,0,0,5,2022,0,3,4,5,5,4,Yes ,4,5,4,4,3,3,3,0,0,0
H4346 ,Local CCP ,"HMO COLORADO, INC. ",Anthem Blue Cross and Blue Shield ,Anthem Inc. ,3,4,0,0,0,2,0,0,4,0,5,0,0,0,5,5,4,0,0,2,4,3,0,1,2,4,2,3,1,4,0,3,3,5,5,5,3,4,2,0,5,0,3.5,3.5,5,0,0,4,0,3,3,3,2,1,0,0,0,0,0,5,0,3,0,0,3.5,2022,0,4,5,3,3,3,Yes ,3,3,3,4,4,4,4,0,0,0
H4388 ,MSA ,"SECURITY HEALTH PLAN OF WISCONSIN, INC. ","Security Health Plan of Wisconsin, Inc. ","Marshfield Clinic Health System, Inc. ",3,2,0,0,0,1,0,0,1,0,0,0,0,Benefit not offered by plan ,2,3,3,0,0,Benefit not offered by plan ,1,1,0,4,5,4,3,2,5,5,0,4,3,0,0,0,2,2,4,0,0,0,3,Not Applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable ,2022,0,0,0,4,0,0,No ,0,0,0,0,2,Benefit not offered by plan ,0,0,0,0
H4407 ,Local CCP ,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC. ",Cigna ,CIGNA ,5,5,0,0,0,3,0,0,2,0,5,0,0,0,5,5,5,0,0,3,2,2,0,5,4,5,4,4,5,5,0,4,4,5,5,5,4,4,5,0,5,0,4.5,4.5,5,0,0,5,0,4,5,4,4,5,0,0,0,0,0,5,0,4,0,0,4,2022,0,4,5,4,5,4,Yes ,3,3,3,5,5,3,4,0,0,0
H4461 ,Local CCP ,CARITEN HEALTH PLAN INC. ,Humana ,Humana Inc. ,5,5,0,0,0,4,0,0,3,0,5,0,0,4,5,5,5,0,0,4,4,2,0,5,5,5,5,5,5,5,0,5,5,4,5,5,4,4,5,0,5,0,5,5,5,0,0,5,0,5,5,5,5,4,0,0,0,0,0,5,0,5,0,0,5,2022,0,4,5,5,5,4,Yes ,4,4,4,5,5,3,3,0,0,0
H4490 ,Local CCP ,"MISSOURI MEDICARE SELECT, LLC ",American Health Advantage of Missouri ,"American Health Companies, Inc. ",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2022,0,5,3,0,0,0,Yes ,0,2,1,0,0,0,0,0,0,0
H4497 ,Local CCP ,MEDICAL MUTUAL OF OHIO ,Medical Mutual of Ohio ,MEDICAL MUTUAL OF OHIO ,4,5,0,0,0,4,0,0,4,0,0,0,0,1,4,4,5,0,0,4,4,2,0,5,5,5,5,4,5,5,0,5,5,5,4,5,4,3,5,0,5,0,5,5,5,0,0,5,0,5,5,5,5,5,0,0,0,0,0,5,0,5,0,0,5,2022,0,0,0,5,5,4,No ,5,5,4,4,3,4,3,0,0,0
H4506 ,Local CCP ,"SELECTCARE OF TEXAS, INC. ",Wellcare ,Centene Corporation ,4,4,0,0,0,4,0,0,3,0,0,0,0,3,4,5,4,0,0,3,1,3,0,4,3,0,4,3,4,5,0,4,4,4,5,5,4,3,4,0,5,0,4,4.5,5,0,0,5,0,4,5,5,4,4,0,0,0,0,0,5,0,5,0,0,5,2022,0,0,0,4,5,4,No ,4,4,4,5,3,4,5,0,0,0
H4513 ,Local CCP ,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC. ",Cigna ,CIGNA ,5,5,0,0,0,5,0,0,3,0,5,0,0,5,5,5,5,0,0,4,3,2,0,4,2,3,4,5,3,5,0,5,3,5,5,5,5,4,4,0,5,0,4.5,4.5,5,0,0,5,0,5,4,5,4,5,0,0,0,0,0,5,0,5,0,0,4.5,2022,0,3,5,4,5,4,Yes ,4,4,3,4,5,4,5,0,0,0
H4514 ,Local CCP ,"UNITEDHEALTHCARE COMMUNITY PLAN OF TEXAS, L.L.C. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",4,4,0,0,0,2,0,0,3,0,4,0,0,3,5,5,4,0,0,3,3,4,0,3,3,4,4,5,3,5,0,4,3,5,5,5,3,4,4,0,5,0,4,4,5,0,0,5,0,4,5,4,4,4,0,0,0,0,0,5,0,4,0,0,4,2022,0,4,4,4,5,4,Yes ,3,3,3,5,2,3,4,0,0,0
H4523 ,Local CCP ,AETNA HEALTH INC. (TX) ,Aetna Medicare ,CVS Health Corporation ,4,3,0,0,0,3,0,0,4,0,0,0,0,4,4,5,4,0,0,3,1,3,0,2,3,3,2,3,3,5,0,3,2,5,5,5,4,4,3,0,5,0,3.5,3.5,5,0,0,5,0,3,5,3,3,5,0,0,0,0,0,5,0,3,0,0,4,2022,0,0,0,3,4,4,No ,3,3,3,3,5,4,4,0,0,0
H4527 ,Local CCP ,"PHYSICIANS HEALTH CHOICE OF TEXAS, LLC ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",5,5,0,0,0,4,0,0,3,0,5,0,0,5,5,5,5,0,0,3,2,3,0,2,2,3,3,4,3,5,0,4,4,5,5,5,4,4,3,0,5,0,4,4,5,0,0,5,0,4,5,4,4,4,0,0,0,0,0,5,0,4,0,0,4.5,2022,0,4,5,4,5,4,Yes ,3,4,3,4,4,4,5,0,0,0
H4590 ,Local CCP ,"UNITEDHEALTHCARE BENEFITS OF TEXAS, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",5,5,0,0,0,4,0,0,4,0,5,0,0,4,5,5,5,0,0,3,3,3,0,4,4,4,5,5,5,5,0,5,3,5,5,5,5,4,5,0,5,0,5,5,5,0,0,5,0,5,5,5,4,4,0,0,0,0,0,5,0,5,0,0,5,2022,0,4,5,4,5,4,Yes ,4,4,4,3,4,4,5,0,0,0
H4604 ,Local CCP ,"UNITEDHEALTHCARE OF UTAH, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",4,5,0,0,0,5,0,0,4,0,5,0,0,4,5,5,5,0,0,5,2,2,0,4,5,3,4,4,4,5,0,5,4,5,5,5,5,4,4,0,5,0,4.5,4.5,5,0,0,5,0,5,5,3,4,4,0,0,0,0,0,5,0,4,0,0,4.5,2022,0,4,5,5,5,4,Yes ,4,4,4,4,4,4,3,0,0,0
H4605 ,Local CCP ,REGENCE BLUECROSS BLUESHIELD OF UTAH ,Regence BlueCross BlueShield of Utah ,"Cambia Health Solutions, Inc. ",4,5,0,0,0,5,0,0,4,0,0,0,0,2,5,3,5,0,0,5,5,2,0,5,5,5,5,5,5,5,0,5,3,5,5,5,5,4,5,0,5,0,5,4.5,5,0,0,5,0,5,5,2,5,4,0,0,0,0,0,5,0,4,0,0,4,2022,0,0,0,4,5,4,No ,3,4,4,3,3,4,3,0,0,0
H4623 ,Local CCP ,"HUMANA REGIONAL HEALTH PLAN, INC. ",Humana ,Humana Inc. ,4,4,0,0,0,3,0,0,2,0,0,0,0,4,4,4,5,0,0,4,1,2,0,4,3,4,3,3,5,5,0,4,0,5,4,5,3,3,4,0,5,0,4,4,5,0,0,5,0,4,5,4,2,3,0,0,0,0,0,5,0,3,0,0,4.5,2022,0,0,0,5,5,4,No ,5,5,5,4,5,2,2,0,0,0
H4754 ,Local CCP ,PACIFICSOURCE COMMUNITY HEALTH PLANS ,PacificSource Medicare ,PacificSource ,4,4,0,0,0,2,0,0,2,0,0,0,0,1,3,4,4,0,0,4,3,1,0,3,5,5,3,4,4,5,0,5,3,5,4,4,3,3,4,0,4,0,4,3.5,4,0,0,5,0,5,3,3,4,5,0,0,0,0,0,4,0,4,0,0,3.5,2022,0,0,0,4,4,4,No ,3,4,4,4,2,3,1,0,0,0
H4847 ,Local CCP ,"WELLCARE OF SOUTH CAROLINA, INC. ",Wellcare ,Centene Corporation ,5,3,0,0,0,3,0,0,4,0,2,0,0,0,2,4,3,0,0,3,3,2,0,3,2,4,3,3,3,4,0,2,0,5,5,5,4,3,3,0,5,0,3.5,3.5,5,0,0,4,0,2,4,4,3,4,0,0,0,0,0,5,0,4,0,0,3.5,2022,0,4,2,3,3,3,Yes ,3,3,3,4,3,3,3,0,0,0
H4853 ,Local CCP ,BRIGHT HEALTH COMPANY OF ARIZONA ,Bright Health ,"Bright Health Group, Inc. ",2,3,0,0,0,1,0,0,2,0,0,0,0,0,2,5,4,0,0,0,0,0,0,1,2,3,2,3,0,5,0,3,0,1,3,5,2,0,2,0,3,0,3,3.5,5,0,0,5,0,3,5,4,3,2,0,0,0,0,0,5,0,4,0,0,3.5,2022,0,0,0,4,4,3,Yes ,2,3,2,5,3,5,4,0,0,0
H4868 ,Local CCP ,"WELLCARE OF NEW YORK, INC. ",Wellcare ,Centene Corporation ,3,3,0,0,0,2,0,0,3,0,3,0,0,4,3,4,3,0,0,2,0,4,0,3,2,2,0,2,0,5,0,3,3,4,5,5,3,3,2,0,5,0,3.5,3.5,5,0,0,5,0,3,4,2,0,4,0,0,0,0,0,5,0,0,0,0,3.5,2022,0,3,4,4,4,3,Yes ,3,3,2,4,2,4,4,0,0,0
H4875 ,Local CCP ,PRIORITY HEALTH ,Priority Health Medicare ,Spectrum Health System ,5,5,0,0,0,5,0,0,3,0,0,0,0,4,4,4,5,0,0,4,4,1,0,4,4,4,3,3,4,5,0,5,4,4,4,5,5,4,4,0,4,0,4.5,4,5,0,0,5,0,5,4,2,5,5,0,0,0,0,0,5,0,4,0,0,4,2022,0,0,0,5,5,4,No ,4,4,4,3,5,3,3,0,0,0
H4882 ,Local CCP ,"HEALTHPARTNERS, INC. ",HealthPartners ,"HealthPartners, Inc. ",5,5,0,0,0,5,0,0,4,0,0,0,0,1,5,4,5,0,0,5,3,2,0,5,5,5,5,4,5,5,0,5,5,5,5,4,5,4,5,0,5,0,5,5,4,0,0,5,0,5,4,2,4,5,0,0,0,0,0,4,0,3,0,0,4.5,2022,0,0,0,5,5,5,No ,5,5,5,4,5,5,4,0,0,0
H4909 ,Local CCP ,"ANTHEM INSURANCE COMPANIES, INC. ",Anthem Blue Cross and Blue Shield ,Anthem Inc. ,5,5,0,0,0,5,0,0,4,0,0,0,0,2,5,4,4,0,0,5,5,3,0,4,3,4,5,4,3,5,0,5,3,3,5,5,5,4,4,0,4,0,4.5,4,5,0,0,5,0,5,4,1,1,2,0,0,0,0,0,5,0,1,0,0,3.5,2022,0,0,0,4,5,4,Yes ,4,5,4,3,4,3,3,0,0,0
H4922 ,Local CCP ,"AGEWELL NEW YORK, LLC ",AgeWell New York ,"ParkerCare New York, LLC ",2,2,0,0,0,0,0,0,3,0,4,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,5,5,4,2,4,0,0,5,0,4,4,4,0,0,5,0,3,5,0,0,5,0,0,0,0,0,4,0,0,0,0,4,2022,0,5,4,4,4,4,Yes ,3,3,2,5,2,0,4,0,0,0
H4931 ,Local CCP ,BANNER - UNIVERSITY CARE ADVANTAGE ,Banner Medicare Advantage Dual ,Banner Health ,3,3,0,0,0,2,0,0,2,0,4,0,0,1,4,5,4,0,0,3,0,3,0,3,2,2,3,4,3,5,0,4,4,5,4,5,3,3,3,0,5,0,3.5,3.5,5,0,0,5,0,4,5,4,0,5,0,0,0,0,0,5,0,0,0,0,4,2022,0,3,4,4,5,3,Yes ,2,3,2,5,3,3,3,0,0,0
H5008 ,Local CCP ,UNITEDHEALTHCARE INSURANCE COMPANY ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",3,4,0,0,0,2,0,0,4,0,4,0,0,4,4,4,4,0,0,3,3,4,0,1,2,3,3,4,3,5,0,4,3,5,5,5,3,4,3,0,5,0,3.5,4,5,0,0,5,0,4,5,4,4,4,0,0,0,0,0,5,0,4,0,0,4,2022,0,3,5,4,5,3,Yes ,3,3,3,4,3,4,3,0,0,0
H5009 ,Local CCP ,REGENCE BLUESHIELD ,Regence BlueShield ,"Cambia Health Solutions, Inc. ",4,5,0,0,0,5,0,0,4,0,0,0,0,2,4,4,4,0,0,4,4,2,0,4,5,5,3,2,4,5,0,5,3,5,5,5,5,3,4,0,5,0,4,4,5,0,0,5,0,5,4,1,4,4,0,0,0,0,0,5,0,3,0,0,4,2022,0,0,0,4,5,4,No ,4,4,5,4,2,4,3,0,0,0
H5010 ,Local CCP ,ASURIS NORTHWEST HEALTH ,Asuris Northwest Health ,"Cambia Health Solutions, Inc. ",5,4,0,0,0,5,0,0,3,0,0,0,0,0,4,3,5,0,0,0,0,0,0,5,5,4,4,4,5,5,0,0,5,0,0,5,4,0,5,0,0,0,5,5,5,0,0,5,0,0,5,3,5,4,0,0,0,0,0,5,0,4,0,0,5,2022,0,0,0,5,5,4,No ,5,5,4,5,3,0,3,0,0,0
H5042 ,Local CCP ,"CDPHP UNIVERSAL BENEFITS, INC. ",CDPHP Medicare Advantage ,"Capital District Physicians' Health Plan, Inc. ",5,5,0,0,0,5,0,0,4,0,0,0,0,0,5,5,5,0,0,5,4,1,0,5,5,5,5,5,4,5,0,5,3,0,0,5,5,4,5,0,0,0,5,5,5,0,0,5,0,5,4,5,5,4,0,0,0,0,0,5,0,5,0,0,5,2022,0,0,0,4,5,5,No ,5,5,5,4,4,4,4,0,0,0
H5050 ,Local CCP ,KAISER FOUNDATION HEALTH PLAN OF WASHINGTON ,Kaiser Permanente ,"Kaiser Foundation Health Plan, Inc. ",5,5,0,0,0,5,0,0,3,0,0,0,0,4,5,5,5,0,0,5,3,2,0,3,5,4,4,4,4,5,0,5,5,5,5,5,5,4,4,0,5,0,5,5,5,0,0,5,0,5,5,5,5,4,0,0,0,0,0,5,0,5,0,0,5,2022,0,0,0,5,5,5,No ,4,5,5,5,5,5,5,0,0,0
H5087 ,Local CCP ,"WELLCARE OF CALIFORNIA, INC. ",Wellcare ,Centene Corporation ,4,5,0,0,0,4,0,0,4,0,5,0,0,5,5,5,4,0,0,2,0,4,0,0,0,0,0,4,0,5,0,4,3,5,5,5,4,4,0,0,5,0,4.5,5,5,0,0,5,0,4,5,4,0,4,0,0,0,0,0,5,0,0,0,0,5,2022,0,2,5,4,5,4,Yes ,5,4,4,4,4,4,5,0,0,0
H5106 ,Local CCP ,HIGHMARK SENIOR SOLUTIONS COMPANY ,Highmark Inc. ,Highmark Health ,4,5,0,0,0,4,0,0,1,0,0,0,0,0,3,4,5,0,0,4,4,2,0,5,5,5,4,5,4,5,0,5,5,5,5,5,4,4,5,0,5,0,5,4.5,5,0,0,5,0,5,4,4,5,5,0,0,0,0,0,5,0,5,0,0,4.5,2022,0,0,0,5,5,4,No ,4,4,4,4,4,3,3,0,0,0
H5117 ,Local CCP ,"LOUISIANA HEALTHCARE CONNECTIONS, INC. ",Wellcare by Allwell ,Centene Corporation ,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,3,2022,0,5,0,0,0,3,Yes ,1,3,3,5,5,0,1,0,0,0
H5141 ,Local CCP ,CLOVER INSURANCE COMPANY ,Clover Health ,"Clover Health Holdings, Inc. ",3,4,0,0,0,2,0,0,3,0,0,0,0,5,4,5,4,0,0,3,3,3,0,3,3,2,3,4,3,5,0,4,3,4,4,4,3,4,3,0,4,0,3.5,3.5,4,0,0,5,0,4,4,3,4,4,0,0,0,0,0,4,0,4,0,0,3.5,2022,0,0,0,4,4,3,No ,3,3,2,4,3,3,3,0,0,0
H5190 ,Local CCP ,"SUNSHINE STATE HEALTH PLAN, INC. ",Wellcare by Allwell ,Centene Corporation ,4,3,0,0,0,1,0,0,5,0,5,0,0,0,4,4,4,0,0,0,0,4,0,4,3,4,0,3,0,3,0,2,3,0,0,5,3,4,4,0,0,0,3.5,3.5,5,0,0,3,0,2,4,4,0,3,0,0,0,0,0,5,0,0,0,0,4,2022,0,3,4,3,3,4,Yes ,3,3,2,5,1,4,5,0,0,0
H5199 ,Local CCP ,"WELLCARE HEALTH INSURANCE OF ARIZONA, INC. ",Wellcare ,Centene Corporation ,3,2,0,0,0,1,0,0,2,0,0,0,0,0,1,3,3,0,0,1,2,2,0,3,3,2,2,1,2,1,0,2,0,0,0,5,2,2,2,0,0,0,2.5,3,5,0,0,1,0,2,3,4,4,4,0,0,0,0,0,5,0,4,0,0,3.5,2022,0,0,0,2,2,4,Yes ,3,4,3,5,3,0,3,0,0,0
H5209 ,Local CCP ,"My Choice Wisconsin Health Plan, Inc. ",My Choice Wisconsin Health Plan ,"My Choice Wisconsin, Inc. ",2,4,0,0,0,5,0,0,2,0,5,0,0,0,4,4,4,0,0,0,5,5,0,4,5,4,4,3,4,5,0,5,3,0,0,5,3,5,4,0,0,0,4.5,5,5,0,0,5,0,5,4,5,4,1,0,0,0,0,0,5,0,5,0,0,5,2022,0,5,5,4,5,4,Yes ,5,5,5,5,5,3,4,0,0,0
H5211 ,Local CCP ,"SECURITY HEALTH PLAN OF WISCONSIN, INC. ","Security Health Plan of Wisconsin, Inc. ","Marshfield Clinic Health System, Inc. ",5,4,0,0,0,4,0,0,2,0,5,0,0,1,5,4,4,0,0,5,2,2,0,5,5,5,4,5,5,5,0,5,3,5,4,4,4,4,5,0,4,0,4.5,4.5,5,0,0,5,0,5,5,2,5,5,0,0,0,0,0,5,0,4,0,0,5,2022,0,4,5,4,5,5,Yes ,5,5,5,3,4,4,4,0,0,0
H5215 ,Local CCP ,NETWORK HEALTH INSURANCE CORPORATION ,Network Health Medicare Advantage Plans ,"Network Health, Inc. ",5,5,0,0,0,4,0,0,3,0,5,0,0,2,5,5,5,0,0,5,4,2,0,5,5,5,5,4,5,5,0,5,4,4,3,5,4,4,5,0,4,0,5,5,5,0,0,5,0,5,5,4,5,5,0,0,0,0,0,5,0,5,0,0,5,2022,0,4,5,5,5,5,Yes ,5,5,5,4,5,3,4,0,0,0
H5216 ,Local CCP ,HUMANA INSURANCE COMPANY ,Humana ,Humana Inc. ,4,5,0,0,0,4,0,0,4,0,5,0,0,3,4,4,5,0,0,4,4,2,0,4,4,0,4,2,4,5,0,4,3,5,5,5,4,4,4,0,5,0,4.5,4,5,0,0,5,0,4,5,3,4,3,0,0,0,0,0,5,0,4,0,0,4.5,2022,0,5,5,4,5,4,Yes ,4,4,4,4,4,3,3,0,0,0
H5253 ,Local CCP ,"UNITEDHEALTHCARE OF WISCONSIN, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",4,5,0,0,0,4,0,0,3,0,5,0,0,3,4,5,5,0,0,4,2,2,0,5,5,4,5,4,4,5,0,5,5,5,5,5,4,4,5,0,5,0,5,5,5,0,0,5,0,5,5,4,4,4,0,0,0,0,0,5,0,4,0,0,4.5,2022,0,4,5,5,5,4,Yes ,4,4,4,4,3,4,3,0,0,0
