,Contract Number,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,D Call Center – Foreign Language Interpreter and TTY Availability,D Appeals Auto–Forward,D Appeals Upheld,D Complaints about the Drug Plan,D Beneficiary Access and Performance Problems,D Members Choosing to Leave the Plan,D Drug Plan Quality Improvement,D Rating of Drug Plan,D Getting Needed Prescription Drugs,D MPF Price Accuracy,D High Risk Medication,D Diabetes Treatment,D Medication Adherence for Diabetes Medications ,D Medication Adherence for Hypertension (RAS antagonists) ,D Medication Adherence for Cholesterol (Statins) ,DD1: Drug Plan Customer Service,"DD2: Member Complaints, Problems Getting Services, and Improvement in the Drug Plan’s Performance ",DD3: Member Experience with the Drug Plan,DD4: Patient Safety and Accuracy of Drug Pricing,SNP,Part D Summary,Year,2014 Part D Summary Rating,C Colorectal Cancer Screening,C Cardiovascular Care – Cholesterol Screening,C Diabetes Care – Cholesterol Screening,C Annual Flu Vaccine,C Improving or Maintaining Physical Health,C Improving or Maintaining Mental Health,C Monitoring Physical Activity,C Adult BMI Assessment,C Special Needs Plan (SNP) Care Management,C Care for Older Adults – Medication Review,C Care for Older Adults – Functional Status Assessment,C Care for Older Adults – Pain Assessment,C Osteoporosis Management in Women who had a Fracture,C Diabetes Care – Eye Exam,C Diabetes Care – Kidney Disease Monitoring,C Diabetes Care – Blood Sugar Controlled,C Diabetes Care – Cholesterol Controlled,C Controlling Blood Pressure,C Rheumatoid Arthritis Management,C Improving Bladder Control,C Reducing the Risk of Falling,C Plan All-Cause Readmissions,C Getting Needed Care,C Getting Appointments and Care Quickly,C Customer Service,C Rating of Health Care Quality,C Rating of Health Plan,C Care Coordination,C Complaints about the Health Plan,C Members Choosing to Leave the Plan,C Health Plan Quality Improvement,C Plan Makes Timely Decisions about Appeals,C Reviewing Appeals Decisions,"HD1: Staying Healthy: Screenings, Tests and Vaccines",HD2: Managing Chronic (Long Term) Conditions,HD3: Member Experience with Health Plan,HD4: Member Complaints and Changes in the Health Plan's Performance,HD5: Health Plan Customer Service,DD2: Member Complaints and Changes in the Drug Plan’s Performance,DD4: Drug Safety and Accuracy of Drug Pricing,Part C Summary,Overall,C Breast Cancer Screening,C Beneficiary Access and Performance Problems,C Call Center – Foreign Language Interpreter and TTY Availability,D Medication Adherence for Diabetes Medications,D Medication Adherence for Hypertension (RAS antagonists),D Medication Adherence for Cholesterol (Statins),D MTM Program Completion Rate for CMR,C Medication Reconciliation Post-Discharge,C Statin Therapy for Patients with Cardiovascular Disease,D Statin Use in Persons with Diabetes (SUPD),C Controlling High Blood Pressure,C Transitions of Care,C Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions
31,H0318,Local CCP,Aetna Medicare,"AETNA HEALTH, INC. (PA)",Aetna Inc.,5,5,Not enough data available,1,1,3,2,2,4,4,4,5,4,4,3,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
32,H0319,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",2,5,No data available,3,1,5,3,No data available,No data available,4,1,1,5,5,5,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
33,H0320,Local CCP,WellCare,"WELLCARE OF TEXAS, INC.","WellCare Health Plans, Inc.",5,1,Not enough data available,1,4,2,3,1,2,4,5,1,4,2,3,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
34,H0321,Local CCP,UnitedHealthcare Community Plan,"ARIZONA PHYSICIANS IPA, INC.","UnitedHealth Group, Inc.",5,2,2,3,1,5,4,4,4,4,2,4,2,2,2,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
35,H0332,Local CCP,KelseyCare Advantage,"KS PLAN ADMINISTRATORS, LLC","Kelsey-Seybold Medical Group, PLLC",4,4,3,5,4,4,4,4,4,4,5,5,4,4,4,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
36,H0336,Demo,"Humana Health Plan, Inc.","HUMANA HEALTH PLAN, INC.",Humana Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
37,H0351,Local CCP,"Health Net of Arizona, Inc.","HEALTH NET OF ARIZONA, INC.","Health Net, Inc.",1,4,4,3,4,3,3,4,4,4,2,4,3,4,4,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
38,H0354,Local CCP,Cigna HealthCare of Arizona,"CIGNA HEALTHCARE OF ARIZONA, INC.",CIGNA,2,2,Not enough data available,3,4,5,5,5,4,4,3,2,5,5,5,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
39,H0408,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",2,Not enough data available,No data available,Not enough data available,1,Not enough data available,Not enough data available,No data available,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
40,H0423,Local CCP,MetroPlus Health Plan,"METROPLUS HEALTH PLAN, INC.",New York City Health and Hospitals Corporation,3,1,No data available,3,1,2,4,2,2,4,4,5,3,2,2,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
41,H0435,Local CCP,GLOBALHEALTH MEDICARE,"GLOBALHEALTH, INC.","The Oklahoma City Clinic, P.C.",1,Plan too new to be measured,No data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
42,H0439,Local CCP,Cigna-HealthSpring,"CIGNA HEALTHCARE OF GEORGIA, INC.",CIGNA,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
43,H0480,Demo,Meridian Complete,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","Caidan Enterprises, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
44,H0490,Local CCP,Molina Healthcare of Ohio,"MOLINA HEALTHCARE OF OHIO, INC.","Molina Healthcare, Inc.,",1,Not enough data available,No data available,Not enough data available,5,Not enough data available,Not enough data available,No data available,No data available,4,5,2,5,1,2,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
45,H0504,Local CCP,Blue Shield of California,CALIFORNIA PHYSICIANS' SERVICE,California Physicians' Service,3,2,Not enough data available,3,4,5,3,5,4,4,3,5,4,4,4,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
46,H0523,Local CCP,Aetna Medicare,AETNA HEALTH OF CALIFORNIA INC.,Aetna Inc.,5,4,5,3,1,4,4,4,4,4,4,3,3,4,4,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47,H0524,Local CCP,Kaiser Permanente,"KAISER FOUNDATION HP, INC.","Kaiser Foundation Health Plan, Inc.",4,4,5,5,4,5,3,5,5,5,5,5,5,5,5,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
48,H0543,Local CCP,UnitedHealthcare,"UHC OF CALIFORNIA, INC.","UnitedHealth Group, Inc.",2,5,4,3,1,5,5,4,4,4,3,4,4,4,4,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
49,H0544,Local CCP,CareMore Health Plan,CAREMORE HEALTH PLAN,"WellPoint, Inc.",1,4,2,3,2,5,4,5,4,4,4,5,4,4,3,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
50,H0545,Local CCP,Inter Valley Health Plan,"INTER VALLEY HEALTH PLAN, INC.",InterValley Health Plan,5,5,Not enough data available,5,4,5,5,5,4,4,3,3,4,4,4,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
51,H0562,Local CCP,Health Net of California,"HEALTH NET OF CALIFORNIA,INC.","Health Net, Inc.",1,2,4,3,4,5,5,4,4,4,3,5,4,4,4,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
52,H0564,Local CCP,Anthem Blue Cross,BLUE CROSS OF CALIFORNIA,"WellPoint, Inc.",4,5,No data available,1,3,3,2,2,3,3,3,5,3,3,3,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
53,H0571,Local CCP,Chinese Community Health Plan,CHINESE COMMUNITY HEALTH PLAN,Chinese Hospital Association,1,5,No data available,5,3,5,4,2,1,3,5,5,5,5,5,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
54,H0602,1876 Cost,Rocky Mountain Health Plans,ROCKY MOUNTAIN HEALTH MAINTENANCE ORGANIZATION,"Rocky Mountain HMO, Inc.",Plan not required to report measure,No data available,Not enough data available,5,5,5,4,2,4,3,3,3,5,5,5,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
55,H0609,Local CCP,UnitedHealthcare,"PACIFICARE OF COLORADO, INC","UnitedHealth Group, Inc.",3,4,5,3,1,5,5,2,4,4,3,5,4,4,4,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
56,H0620,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",2,1,No data available,5,1,5,3,No data available,No data available,4,3,1,5,5,3,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
57,H0621,Local CCP,Colorado Access Advantage,COLORADO ACCESS,Colorado Access,3,1,Not enough data available,5,4,5,5,2,1,4,5,5,3,3,4,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
58,H0624,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",2,1,No data available,4,1,4,3,4,3,4,1,3,2,4,4,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
59,H0630,Local CCP,Kaiser Permanente,KAISER FOUNDATION HP OF CO,"Kaiser Foundation Health Plan, Inc.",4,5,Not enough data available,4,5,5,5,5,5,5,5,5,5,5,5,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
60,H0710,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",2,5,Not enough data available,3,1,5,4,No data available,No data available,4,3,2,4,4,4,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61,H0712,Local CCP,WellCare,"WELLCARE OF CONNECTICUT, INC.","WellCare Health Plans, Inc.",5,1,Not enough data available,2,4,3,4,1,2,4,5,5,2,3,2,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
62,H0755,Local CCP,UnitedHealthcare,"OXFORD HEALTH PLANS (CT), INC.","UnitedHealth Group, Inc.",3,3,4,3,1,4,5,1,4,4,4,2,5,5,4,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
63,H0773,Demo,Health Alliance Connect,HEALTH ALLIANCE MEDICAL PLANS,Health Alliance Medical Plans,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
64,H0811,Demo,GuildNet Gold Plus,"GUILDNET, INC.",Jewish Guild Healthcare,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
65,H0838,Local CCP,Brand New Day,"UNIVERSAL CARE, INC.","Universal Care, Inc",1,5,No data available,3,4,3,3,4,3,4,1,5,2,3,4,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
66,H0840,Local CCP,"FamilyCare Health Plans, Inc.","FAMILYCARE HEALTH PLANS, INC.",FamilyCare Incorporated,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
67,H0879,Local CCP,CrestPoint Health Insurance Company,CRESTPOINT HEALTH INSURANCE COMPANY,Mountain States Health Alliance,1,Plan too new to be measured,No data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68,H0901,Local CCP,Aetna Medicare,"AETNA HEALTH, INC. (PA)",Aetna Inc.,5,Not enough data available,No data available,Not enough data available,1,Not enough data available,Not enough data available,No data available,No data available,4,5,5,1,1,1,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
69,H0908,Local CCP,Advantage by Buckeye Community Health Plan,"BUCKEYE COMMUNITY HEALTH PLAN, INC.",Centene Corporation,4,5,Not enough data available,2,2,2,Not enough data available,2,No data available,4,1,5,1,1,1,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
70,H0913,Local CCP,WellCare,"WELLCARE HEALTH PLANS OF NEW JERSEY, INC.","WellCare Health Plans, Inc.",5,5,No data available,3,3,1,4,1,2,4,5,5,1,1,1,nan,nan,nan,nan,nan,nan,2014 Fall,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
